#   Phi[rad]  Energy[keV]            I          Q/I
# I is the mean intensity over the image in units of erg/s/cm^2/sr/keV
       1.309      1.27662      2169.67    -0.995475
       1.309       1.3374      2161.44    -0.994936
       1.309      1.40109      2149.92    -0.994329
       1.309       1.4678       2132.7    -0.993641
       1.309      1.53769      2109.29    -0.992859
       1.309      1.61091      2079.24    -0.991965
       1.309      1.68761      2042.06     -0.99094
       1.309      1.76797      1997.34    -0.989758
       1.309      1.85215      1944.65     -0.98839
       1.309      1.94034      1883.67    -0.986796
       1.309      2.03274      1814.11    -0.984924
       1.309      2.12953       1735.8    -0.982711
       1.309      2.23092      1648.73    -0.980069
       1.309      2.33715      1553.01    -0.976883
       1.309      2.44844      1449.01    -0.972995
       1.309      2.56502      1351.58    -0.968521
       1.309      2.68716      1276.37    -0.963849
       1.309      2.81511      1197.25    -0.958317
       1.309      2.94915      1114.45    -0.951708
       1.309      3.08958      1028.34     -0.94373
       1.309      3.23669      939.448    -0.933983
       1.309      3.39081      848.475    -0.921917
       1.309      3.55226      756.325     -0.90675
       1.309      3.72141      664.185    -0.887373
       1.309       3.8986      573.562    -0.862194
       1.309      4.08424      486.349    -0.828968
       1.309      4.27871      404.905    -0.784708
       1.309      4.48245      334.275    -0.727903
       1.309      4.69588      278.612    -0.660941
       1.309      4.91948      231.552    -0.578328
       1.309      5.15372      193.087    -0.479978
       1.309      5.39912      162.944    -0.369647
       1.309      5.65621      140.515    -0.256416
       1.309      5.92553      124.774    -0.153095
       1.309      6.20768      114.162   -0.0695575
       1.309      6.50326      106.486  -0.00369127
       1.309      6.81292      98.3651     0.070063
       1.309      7.13732       89.373     0.160271
       1.309      7.47717      80.0053     0.267557
       1.309       7.8332      70.6774     0.392451
       1.309      8.20619      61.9342     0.529674
       1.309      8.59693      53.7845     0.681388
       1.309      9.00628      47.5291     0.800173
       1.309      9.43512      43.9902      0.82321
       1.309      9.88438      40.9885     0.816462
       1.309       10.355      36.9221     0.852992
       1.309      10.8481      32.6715     0.903827
       1.309      11.3646      29.1296     0.919743
       1.309      11.9058       25.671     0.935668
       1.309      12.4727      22.3481      0.95164
       1.309      13.0666      19.2112     0.967298
       1.309      13.6887      16.3084     0.981292
       1.309      14.3405      13.6995     0.988224
       1.309      15.0234      11.3437     0.994369
       1.309      15.7387      9.26413     0.997202
       1.309      16.4881      7.45128     0.998107
       1.309      17.2732      5.89306     0.998717
       1.309      18.0957      4.58008     0.998626
       1.309      18.9574      3.50042     0.994791
       1.309        19.86       2.6229     0.991423
       1.309      20.8057      1.92407     0.989591
       1.309      21.7964       1.3795     0.990629
       1.309      22.8342     0.965123     0.995721
       1.309      23.9215     0.660033     0.999257
       1.309      25.0605      0.44142     0.998145
       1.309      26.2538     0.287562     0.997914
       1.309      27.5039     0.182194     0.999177
       1.309      28.8135     0.112813     0.989737
       1.309      30.1855    0.0673177     0.994786
       1.309      31.6228    0.0389381     0.999919
#   Phi[rad]  Energy[keV]            I          Q/I
      1.5708     0.316228      1151.97    -0.999783
      1.5708     0.331285      1174.88    -0.999759
      1.5708      0.34706      1187.97    -0.999731
      1.5708     0.363585      1191.11    -0.999696
      1.5708     0.380897      1186.76    -0.999654
      1.5708     0.399034      1166.18    -0.999601
      1.5708     0.418034      1140.17    -0.999538
      1.5708      0.43794      1114.18    -0.999464
      1.5708     0.458792      1090.87     -0.99938
      1.5708     0.480638      1063.74     -0.99928
      1.5708     0.503524      1033.52     -0.99916
      1.5708       0.5275      986.589    -0.999004
      1.5708     0.552617      959.838     -0.99884
      1.5708      0.57893      935.636    -0.998652
      1.5708     0.606496      936.937    -0.998475
      1.5708     0.635375      917.406    -0.998235
      1.5708     0.665629      947.895    -0.998063
      1.5708     0.697324      958.936    -0.997832
      1.5708     0.730527      1021.59    -0.997697
      1.5708     0.765312      1101.46    -0.997585
      1.5708     0.801753      1225.74    -0.997548
      1.5708     0.839929      1361.02    -0.997507
      1.5708     0.879923      1483.28     -0.99742
      1.5708     0.921821      1593.51    -0.997294
      1.5708     0.965714      1722.08    -0.997181
      1.5708       1.0117      1800.57    -0.996969
      1.5708      1.05987      1880.47    -0.996739
      1.5708      1.11034      1961.24    -0.996492
      1.5708      1.16321      2034.28    -0.996209
      1.5708      1.21859      2088.53    -0.995866
      1.5708      1.27662      2109.89    -0.995424
      1.5708       1.3374      2099.53    -0.994865
      1.5708      1.40109      2086.99    -0.994239
      1.5708       1.4678      2068.72    -0.993528
      1.5708      1.53769      2044.25    -0.992718
      1.5708      1.61091      2013.15    -0.991791
      1.5708      1.68761      1974.96    -0.990725
      1.5708      1.76797      1929.28    -0.989495
      1.5708      1.85215      1875.74    -0.988066
      1.5708      1.94034      1814.04    -0.986398
      1.5708      2.03274      1743.97    -0.984434
      1.5708      2.12953      1665.43    -0.982104
      1.5708      2.23092      1578.46    -0.979315
      1.5708      2.33715      1483.31    -0.975942
      1.5708      2.44844      1380.44    -0.971814
      1.5708      2.56502      1284.58    -0.967056
      1.5708      2.68716      1210.93    -0.962091
      1.5708      2.81511      1133.74    -0.956199
      1.5708      2.94915      1053.25    -0.949145
      1.5708      3.08958      969.845    -0.940609
      1.5708      3.23669      884.019    -0.930156
      1.5708      3.39081      796.471    -0.917178
      1.5708      3.55226      708.074    -0.900814
      1.5708      3.72141      619.961    -0.879834
      1.5708       3.8986      533.572     -0.85246
      1.5708      4.08424      450.708     -0.81617
      1.5708      4.27871      373.597     -0.76757
      1.5708      4.48245          307    -0.704861
      1.5708      4.69588      254.783    -0.630633
      1.5708      4.91948      210.927    -0.538834
      1.5708      5.15372      175.405    -0.429692
      1.5708      5.39912      147.924     -0.30822
      1.5708      5.65621      127.861    -0.185849
      1.5708      5.92553      114.184     -0.07797
      1.5708      6.20768      105.354   0.00450753
      1.5708      6.50326      99.2111    0.0654251
      1.5708      6.81292      92.5372     0.133269
      1.5708      7.13732      84.7868     0.218535
      1.5708      7.47717      76.4202     0.322149
      1.5708       7.8332       67.871     0.444708
      1.5708      8.20619      59.7176     0.580636
      1.5708      8.59693      52.0717     0.730335
      1.5708      9.00628       46.273     0.842272
      1.5708      9.43512      43.0185     0.857569
      1.5708      9.88438      40.2328     0.843807
      1.5708       10.355      36.3513     0.875201
      1.5708      10.8481      32.2482      0.92176
      1.5708      11.3646      28.7771     0.936152
      1.5708      11.9058      25.3911     0.949843
      1.5708      12.4727      22.1401     0.962767
      1.5708      13.0666      19.0673      0.97489
      1.5708      13.6887      16.2161     0.985287
      1.5708      14.3405      13.6354     0.990259
      1.5708      15.0234      11.3002     0.994717
      1.5708      15.7387      9.23056     0.997138
      1.5708      16.4881      7.42448     0.997985
      1.5708      17.2732      5.87171     0.998652
      1.5708      18.0957       4.5628     0.998858
      1.5708      18.9574        3.485     0.996287
      1.5708        19.86      2.60996     0.993981
      1.5708      20.8057        1.914      0.99274
      1.5708      21.7964      1.37248     0.993491
      1.5708      22.8342     0.960953     0.997053
      1.5708      23.9215     0.657612     0.999278
      1.5708      25.0605     0.439818     0.998093
      1.5708      26.2538      0.28652     0.997848
      1.5708      27.5039     0.181526     0.999196
      1.5708      28.8135     0.112222     0.992895
      1.5708      30.1855    0.0670168     0.996416
      1.5708      31.6228    0.0387944      0.99999
