

#   Phi[rad]  Energy[keV]            I          Q/I
       1.309       1.0117      1684.48    -0.852422
       1.309      1.05987      1760.87    -0.859008
       1.309      1.11034      1833.14    -0.863334
       1.309      1.16321      1899.47    -0.866039
       1.309      1.21859      1957.76     -0.86758
       1.309      1.27662      2006.19    -0.868372
       1.309       1.3374      2043.92    -0.868644
       1.309      1.40109      2071.39    -0.868499
       1.309       1.4678      2089.23    -0.868037
       1.309      1.53769      2097.87    -0.867305
       1.309      1.61091      2097.63    -0.866132
       1.309      1.68761      2088.75    -0.864713
       1.309      1.76797      2071.38    -0.863197
       1.309      1.85215      2045.66    -0.861574
       1.309      1.94034      2011.74    -0.859829
       1.309      2.03274      1969.84    -0.857938
       1.309      2.12953      1920.25    -0.855877
       1.309      2.23092      1863.45    -0.853626
       1.309      2.33715      1800.15    -0.851176
       1.309      2.44844      1731.41    -0.848554
       1.309      2.56502      1658.74    -0.845847
       1.309      2.68716      1583.23    -0.843105
       1.309      2.81511      1504.89    -0.840237
       1.309      2.94915      1423.74     -0.83714
       1.309      3.08958      1339.96    -0.833708
       1.309      3.23669      1253.88    -0.829824
       1.309      3.39081         1166     -0.82538
       1.309      3.55226      1076.98     -0.82032
       1.309      3.72141      987.654    -0.814514
       1.309       3.8986      899.031    -0.807874
       1.309      4.08424      812.263     -0.80036
       1.309      4.27871      728.599    -0.791988
       1.309      4.48245      649.301    -0.782868
       1.309      4.69588      575.343    -0.773144
       1.309      4.91948      507.194    -0.762893
       1.309      5.15372      445.119    -0.752222
       1.309      5.39912      389.202    -0.741281
       1.309      5.65621      339.334    -0.730245
       1.309      5.92553      295.216    -0.719271
       1.309      6.20768      256.376    -0.708437
       1.309      6.50326      222.211    -0.697667
       1.309      6.81292      192.078    -0.686711
       1.309      7.13732       165.45    -0.675292
       1.309      7.47717      141.934    -0.663205
       1.309       7.8332      121.229    -0.650318
       1.309      8.20619      103.103    -0.636618
       1.309      8.59693      87.3554    -0.622217
       1.309      9.00628      73.8263    -0.607498
       1.309      9.43512      62.3311    -0.592967
       1.309      9.88438      52.5795    -0.578647
       1.309       10.355       44.282    -0.564258
       1.309      10.8481      37.2338    -0.549778
       1.309      11.3646      31.2752      -0.5354
       1.309      11.9058      26.2422    -0.521095
       1.309      12.4727      21.9943    -0.506824
       1.309      13.0666      18.4144    -0.492594
       1.309      13.6887      15.4041    -0.478475
       1.309      14.3405       12.879    -0.464575
       1.309      15.0234      10.7644    -0.450962
       1.309      15.7387      8.99581    -0.437705
       1.309      16.4881      7.51786    -0.424842
       1.309      17.2732      6.28303    -0.412379
       1.309      18.0957      5.25157    -0.400324
       1.309      18.9574      4.38999    -0.388678
       1.309        19.86      3.66989    -0.377391
       1.309      20.8057      3.06768    -0.366411
       1.309      21.7964      2.56387    -0.355694
       1.309      22.8342      2.14244     -0.34523
       1.309      23.9215      1.79014    -0.335046
       1.309      25.0605      1.49577    -0.325164
       1.309      26.2538      1.24981    -0.315575
       1.309      27.5039      1.04429    -0.306272
       1.309      28.8135     0.872583     -0.29725
       1.309      30.1855     0.729078    -0.288481
       1.309      31.6228     0.609156    -0.279963
#   Phi[rad]  Energy[keV]            I          Q/I
      1.5708     0.316228      1075.32    -0.856879
      1.5708     0.331285      1101.82    -0.855731
      1.5708      0.34706      1123.57    -0.854178
      1.5708     0.363585       1140.2    -0.852214
      1.5708     0.380897       1151.6    -0.849865
      1.5708     0.399034      1157.82    -0.847178
      1.5708     0.418034      1159.44    -0.844277
      1.5708      0.43794      1157.23    -0.841287
      1.5708     0.458792      1151.87    -0.838204
      1.5708     0.480638      1143.97     -0.83485
      1.5708     0.503524      1134.42    -0.830735
      1.5708       0.5275       1124.3    -0.825177
      1.5708     0.552617      1115.42    -0.817871
      1.5708      0.57893      1109.53    -0.806456
      1.5708     0.606496      1108.51    -0.781672
      1.5708     0.635375      1113.92    -0.790459
      1.5708     0.665629      1127.85     -0.83569
      1.5708     0.697324      1151.74    -0.825934
      1.5708     0.730527      1187.51     -0.82684
      1.5708     0.765312      1235.55    -0.827421
      1.5708     0.801753      1295.35    -0.826295
      1.5708     0.839929      1364.47    -0.833102
      1.5708     0.879923      1439.92     -0.84002
      1.5708     0.921821      1519.02    -0.842548
      1.5708     0.965714      1599.44    -0.848203
      1.5708       1.0117      1678.27    -0.852461
      1.5708      1.05987      1754.21    -0.859047
      1.5708      1.11034      1826.06    -0.863372
      1.5708      1.16321      1891.98    -0.866074
      1.5708      1.21859      1949.91    -0.867612
      1.5708      1.27662         1998    -0.868401
      1.5708       1.3374      2035.45    -0.868671
      1.5708      1.40109       2062.7    -0.868524
      1.5708       1.4678      2080.35     -0.86806
      1.5708      1.53769      2088.85    -0.867327
      1.5708      1.61091      2088.51    -0.866153
      1.5708      1.68761      2079.57    -0.864734
      1.5708      1.76797      2062.18    -0.863218
      1.5708      1.85215      2036.48    -0.861594
      1.5708      1.94034      2002.63    -0.859848
      1.5708      2.03274      1960.82    -0.857956
      1.5708      2.12953      1911.37    -0.855894
      1.5708      2.23092      1854.75    -0.853641
      1.5708      2.33715      1791.66     -0.85119
      1.5708      2.44844      1723.17    -0.848567
      1.5708      2.56502      1650.77    -0.845857
      1.5708      2.68716      1575.56    -0.843114
      1.5708      2.81511      1497.54    -0.840246
      1.5708      2.94915      1416.73    -0.837148
      1.5708      3.08958      1333.32    -0.833715
      1.5708      3.23669      1247.63    -0.829831
      1.5708      3.39081      1160.16    -0.825387
      1.5708      3.55226      1071.55    -0.820326
      1.5708      3.72141      982.654     -0.81452
      1.5708       3.8986      894.462    -0.807881
      1.5708      4.08424       808.12    -0.800367
      1.5708      4.27871      724.872    -0.791997
      1.5708      4.48245      645.971    -0.782877
      1.5708      4.69588      572.385    -0.773154
      1.5708      4.91948       504.58    -0.762903
      1.5708      5.15372      442.821    -0.752234
      1.5708      5.39912      387.188    -0.741294
      1.5708      5.65621      337.575    -0.730258
      1.5708      5.92553      293.683    -0.719284
      1.5708      6.20768      255.042    -0.708451
      1.5708      6.50326      221.052    -0.697682
      1.5708      6.81292      191.075    -0.686726
      1.5708      7.13732      164.585    -0.675308
      1.5708      7.47717       141.19    -0.663221
      1.5708       7.8332      120.594    -0.650335
      1.5708      8.20619      102.562    -0.636635
      1.5708      8.59693      86.8963    -0.622235
      1.5708      9.00628       73.438    -0.607516
      1.5708      9.43512       62.003    -0.592985
      1.5708      9.88438      52.3026    -0.578665
      1.5708       10.355      44.0486    -0.564276
      1.5708      10.8481      37.0375    -0.549795
      1.5708      11.3646      31.1102    -0.535417
      1.5708      11.9058      26.1037    -0.521112
      1.5708      12.4727      21.8782     -0.50684
      1.5708      13.0666      18.3172     -0.49261
      1.5708      13.6887      15.3228    -0.478491
      1.5708      14.3405       12.811     -0.46459
      1.5708      15.0234      10.7075    -0.450976
      1.5708      15.7387      8.94831    -0.437719
      1.5708      16.4881      7.47816    -0.424856
      1.5708      17.2732      6.24985    -0.412392
      1.5708      18.0957      5.22383    -0.400337
      1.5708      18.9574      4.36681     -0.38869
      1.5708        19.86      3.65051    -0.377404
      1.5708      20.8057      3.05147    -0.366423
      1.5708      21.7964      2.55033    -0.355706
      1.5708      22.8342      2.13112    -0.345241
      1.5708      23.9215      1.78068    -0.335057
      1.5708      25.0605      1.48787    -0.325175
      1.5708      26.2538      1.24321    -0.315585
      1.5708      27.5039      1.03878    -0.306282
      1.5708      28.8135     0.867974     -0.29726
      1.5708      30.1855     0.725227    -0.288491
      1.5708      31.6228     0.605939    -0.279972

