# Phi[rad]             Energy[keV]    I             Q/I
# I is the mean intensity over the image in units of erg/s/cm^2/sr/keV
       1.309      1.16321      2156.94    -0.966876
       1.309      1.21859      2219.21    -0.967849
       1.309      1.27662      2251.06    -0.968699
       1.309       1.3374      2248.23    -0.969137
       1.309      1.40109      2239.22    -0.969323
       1.309       1.4678      2224.82    -0.969501
       1.309      1.53769      2204.56    -0.969672
       1.309      1.61091      2177.98    -0.969834
       1.309      1.68761      2144.65    -0.969989
       1.309      1.76797      2104.13    -0.970135
       1.309      1.85215      2056.04    -0.970274
       1.309      1.94034      2000.02    -0.970405
       1.309      2.03274      1935.82    -0.970528
       1.309      2.12953      1863.26    -0.970646
       1.309      2.23092      1782.28    -0.970758
       1.309      2.33715         1693    -0.970866
       1.309      2.44844      1595.74    -0.970973
       1.309      2.56502      1504.21    -0.971069
       1.309      2.68716      1432.99    -0.971132
       1.309      2.81511      1357.98    -0.971181
       1.309      2.94915      1279.38    -0.971228
       1.309      3.08958      1197.52    -0.971294
       1.309      3.23669       1112.9     -0.97139
       1.309      3.39081      1026.17    -0.971524
       1.309      3.55226      938.184    -0.971711
       1.309      3.72141      850.061    -0.971968
       1.309       3.8986      763.222    -0.972323
       1.309      4.08424      679.451    -0.972809
       1.309      4.27871      600.972    -0.973469
       1.309      4.48245      532.558    -0.974298
       1.309      4.69588      478.159    -0.975242
       1.309      4.91948      431.751    -0.976417
       1.309      5.15372      393.296    -0.977824
       1.309      5.39912      362.493    -0.979426
       1.309      5.65621      338.715    -0.981155
       1.309      5.92553      320.919    -0.982915
       1.309      6.20768      307.542    -0.984614
       1.309      6.50326      296.398    -0.986194
       1.309      6.81292      283.636    -0.987775
       1.309      7.13732      269.041     -0.98926
       1.309      7.47717      253.382    -0.990627
       1.309       7.8332      237.296    -0.991869
       1.309      8.20619      221.631    -0.992968
       1.309      8.59693       205.33     -0.99402
       1.309      9.00628       188.78    -0.994978
       1.309      9.43512      176.806    -0.995483
       1.309      9.88438      167.048    -0.995831
       1.309       10.355      155.213    -0.996251
       1.309      10.8481      138.222    -0.996581
       1.309      11.3646      127.716    -0.996701
       1.309      11.9058       115.12    -0.996811
       1.309      12.4727      100.838    -0.996909
       1.309      13.0666      85.4441    -0.996985
       1.309      13.6887      69.9523    -0.997018
       1.309      14.3405      60.0165    -0.996995
       1.309      15.0234      50.3073    -0.996919
       1.309      15.7387      40.9899    -0.996766
       1.309      16.4881        32.24    -0.996506
       1.309      17.2732      24.2807      -0.9961
       1.309      18.0957      17.3929    -0.995497
       1.309      18.9574       12.334    -0.994773
       1.309        19.86      8.47143    -0.993911
       1.309      20.8057      5.61841     -0.99295
       1.309      21.7964      3.64952    -0.992086
       1.309      22.8342      2.37311    -0.991669
       1.309      23.9215      1.48052    -0.991506
       1.309      25.0605     0.834621    -0.990888
       1.309      26.2538     0.444022    -0.989668
       1.309      27.5039     0.239609    -0.987718
       1.309      28.8135     0.104171    -0.983566
       1.309      30.1855    0.0443821    -0.982014
       1.309      31.6228    0.0393497    -0.983309
# Phi[rad]             Energy[keV]    I             Q/I
      1.5708     0.316228      1172.64    -0.974014
      1.5708     0.331285      1196.54    -0.973641
      1.5708      0.34706      1210.66    -0.973089
      1.5708     0.363585      1214.87    -0.972344
      1.5708     0.380897      1211.63    -0.971447
      1.5708     0.399034      1192.17    -0.970194
      1.5708     0.418034       1167.3    -0.968787
      1.5708      0.43794      1142.51    -0.967268
      1.5708     0.458792      1120.49     -0.96566
      1.5708     0.480638      1094.77    -0.963682
      1.5708     0.503524      1065.53    -0.962295
      1.5708       0.5275      1018.93    -0.961507
      1.5708     0.552617      993.303    -0.960141
      1.5708      0.57893      970.358    -0.958368
      1.5708     0.606496      972.791     -0.95768
      1.5708     0.635375      954.868    -0.954812
      1.5708     0.665629      981.345     -0.96515
      1.5708     0.697324      989.386    -0.972379
      1.5708     0.730527      1054.74    -0.967807
      1.5708     0.765312      1132.61    -0.967956
      1.5708     0.801753      1255.04    -0.970152
      1.5708     0.839929      1392.08    -0.972725
      1.5708     0.879923      1521.63    -0.974592
      1.5708     0.921821      1636.93    -0.975969
      1.5708     0.965714      1769.57    -0.977718
      1.5708       1.0117      1850.26    -0.978614
      1.5708      1.05987      1931.46    -0.979514
      1.5708      1.11034      2014.22     -0.98043
      1.5708      1.16321      2090.48     -0.98131
      1.5708      1.21859      2149.79    -0.982108
      1.5708      1.27662      2178.88    -0.982778
      1.5708       1.3374      2174.59    -0.983101
      1.5708      1.40109      2164.98     -0.98323
      1.5708       1.4678      2150.02    -0.983347
      1.5708      1.53769      2129.27    -0.983451
      1.5708      1.61091      2102.29    -0.983541
      1.5708      1.68761      2068.68    -0.983616
      1.5708      1.76797      2028.03    -0.983675
      1.5708      1.85215      1979.99    -0.983719
      1.5708      1.94034      1924.25    -0.983744
      1.5708      2.03274      1860.61    -0.983752
      1.5708      2.12953      1788.94    -0.983739
      1.5708      2.23092      1709.27    -0.983706
      1.5708      2.33715       1621.8    -0.983653
      1.5708      2.44844      1526.93    -0.983578
      1.5708      2.56502      1438.09    -0.983496
      1.5708      2.68716      1369.24     -0.98342
      1.5708      2.81511      1296.96    -0.983321
      1.5708      2.94915      1221.47    -0.983193
      1.5708      3.08958       1143.1     -0.98306
      1.5708      3.23669       1062.3    -0.982927
      1.5708      3.39081      979.713    -0.982798
      1.5708      3.55226      896.153    -0.982677
      1.5708      3.72141      812.666    -0.982572
      1.5708       3.8986      730.589    -0.982496
      1.5708      4.08424      651.593    -0.982469
      1.5708      4.27871      577.751    -0.982526
      1.5708      4.48245      513.517    -0.982679
      1.5708      4.69588      462.556     -0.98295
      1.5708      4.91948      419.206    -0.983413
      1.5708      5.15372      383.409    -0.984092
      1.5708      5.39912      354.852    -0.984993
      1.5708      5.65621      332.902    -0.986085
      1.5708      5.92553      316.528    -0.987307
      1.5708      6.20768       304.21    -0.988576
      1.5708      6.50326      293.831    -0.989806
      1.5708      6.81292      281.671    -0.991023
      1.5708      7.13732      267.478    -0.992119
      1.5708      7.47717      252.023    -0.993084
      1.5708       7.8332      235.973    -0.993925
      1.5708      8.20619      220.228    -0.994643
      1.5708      8.59693      203.764    -0.995326
      1.5708      9.00628      187.009    -0.995997
      1.5708      9.43512      174.859    -0.996415
      1.5708      9.88438      164.947     -0.99673
      1.5708       10.355      152.972    -0.997046
      1.5708      10.8481      135.923    -0.997262
      1.5708      11.3646      125.418    -0.997334
      1.5708      11.9058      112.851    -0.997395
      1.5708      12.4727      98.6335    -0.997441
      1.5708      13.0666      83.3513    -0.997463
      1.5708      13.6887      68.0312    -0.997439
      1.5708      14.3405      58.2481    -0.997381
      1.5708      15.0234      48.7224    -0.997272
      1.5708      15.7387      39.6089    -0.997088
      1.5708      16.4881      31.0814    -0.996799
      1.5708      17.2732      23.3509    -0.996364
      1.5708      18.0957      16.6805     -0.99573
      1.5708      18.9574      11.7902     -0.99497
      1.5708        19.86      8.06514     -0.99406
      1.5708      20.8057      5.32306    -0.993036
      1.5708      21.7964      3.44041    -0.992107
      1.5708      22.8342      2.22874    -0.991654
      1.5708      23.9215      1.38621    -0.991515
      1.5708      25.0605     0.777437    -0.990946
      1.5708      26.2538     0.410512    -0.989691
      1.5708      27.5039     0.219751    -0.987494
      1.5708      28.8135    0.0944247     -0.98288
      1.5708      30.1855    0.0398681    -0.981153
      1.5708      31.6228    0.0354053    -0.982601
