

#   Phi[rad]  Energy[keV]            I          Q/I
       1.309       1.0117      1821.75    -0.958754
       1.309      1.05987      1903.09    -0.960252
       1.309      1.11034      1984.12    -0.961557
       1.309      1.16321      2057.66    -0.962672
       1.309      1.21859      2114.43    -0.963569
       1.309      1.27662      2142.77    -0.964218
       1.309       1.3374      2142.53     -0.96442
       1.309      1.40109      2137.63    -0.964388
       1.309       1.4678      2126.22    -0.964307
       1.309      1.53769      2108.07     -0.96418
       1.309      1.61091      2082.86     -0.96399
       1.309      1.68761       2050.3    -0.963751
       1.309      1.76797      2010.12    -0.963471
       1.309      1.85215      1962.03    -0.963143
       1.309      1.94034      1905.82    -0.962759
       1.309      2.03274      1841.37    -0.962304
       1.309      2.12953      1768.67    -0.961764
       1.309      2.23092      1687.84    -0.961119
       1.309      2.33715      1599.24    -0.960346
       1.309      2.44844      1503.44    -0.959424
       1.309      2.56502      1411.91    -0.958444
       1.309      2.68716      1336.38    -0.957558
       1.309      2.81511      1257.27    -0.956542
       1.309      2.94915      1174.84    -0.955364
       1.309      3.08958      1089.44    -0.953986
       1.309      3.23669      1001.62    -0.952348
       1.309      3.39081      912.116    -0.950373
       1.309      3.55226      821.843    -0.947976
       1.309      3.72141      731.971    -0.945034
       1.309       3.8986      643.928    -0.941405
       1.309      4.08424      559.412    -0.936941
       1.309      4.27871      480.385    -0.931517
       1.309      4.48245      410.429    -0.925267
       1.309      4.69588      352.171    -0.918638
       1.309      4.91948      301.345    -0.911363
       1.309      5.15372      257.817    -0.903643
       1.309      5.39912      221.235    -0.895821
       1.309      5.65621      191.008    -0.888356
       1.309      5.92553      166.298    -0.881712
       1.309      6.20768      146.008    -0.876124
       1.309      6.50326      128.772      -0.8713
       1.309      6.81292      112.722    -0.865973
       1.309      7.13732      97.6302    -0.859449
       1.309      7.47717      83.7129    -0.851512
       1.309       7.8332      71.1165    -0.842004
       1.309      8.20619      60.0174    -0.831078
       1.309      8.59693      50.3227    -0.818797
       1.309      9.00628      42.4449    -0.807408
       1.309      9.43512      36.5435    -0.799493
       1.309      9.88438      31.5982    -0.792738
       1.309       10.355      26.9414    -0.783767
       1.309      10.8481      22.8242    -0.773796
       1.309      11.3646      19.4577    -0.765058
       1.309      11.9058      16.5468    -0.756297
       1.309      12.4727      14.0392    -0.747502
       1.309      13.0666      11.8883    -0.738694
       1.309      13.6887      10.0537    -0.729941
       1.309      14.3405      8.50359    -0.721402
       1.309      15.0234      7.18473    -0.712977
       1.309      15.7387      6.06777    -0.704822
       1.309      16.4881       5.1214    -0.696873
       1.309      17.2732      4.31928    -0.689062
       1.309      18.0957      3.64048    -0.681431
       1.309      18.9574      3.06739    -0.674106
       1.309        19.86      2.58239    -0.666924
       1.309      20.8057      2.17216    -0.659842
       1.309      21.7964      1.82546    -0.652834
       1.309      22.8342      1.53287    -0.645903
       1.309      23.9215      1.28669    -0.639142
       1.309      25.0605      1.07976    -0.632572
       1.309      26.2538     0.905713    -0.626147
       1.309      27.5039     0.759421    -0.619869
       1.309      28.8135     0.636611    -0.613766
       1.309      30.1855     0.533394    -0.607762
       1.309      31.6228     0.446784    -0.601899
#   Phi[rad]  Energy[keV]            I          Q/I
      1.5708     0.316228      1138.92    -0.967428
      1.5708     0.331285      1162.41    -0.966944
      1.5708      0.34706      1177.19    -0.966244
      1.5708     0.363585      1183.26    -0.965316
      1.5708     0.380897      1182.64    -0.964201
      1.5708     0.399034      1169.24     -0.96271
      1.5708     0.418034      1150.86    -0.961029
      1.5708      0.43794      1131.11    -0.959195
      1.5708     0.458792      1112.14    -0.957238
      1.5708     0.480638      1089.36    -0.954934
      1.5708     0.503524      1063.57    -0.952995
      1.5708       0.5275      1025.28    -0.951292
      1.5708     0.552617      1003.01    -0.949145
      1.5708      0.57893      983.622    -0.946226
      1.5708     0.606496      983.353    -0.942545
      1.5708     0.635375       973.27     -0.94209
      1.5708     0.665629       1000.4    -0.955842
      1.5708     0.697324       1013.8    -0.959514
      1.5708     0.730527      1073.24    -0.957034
      1.5708     0.765312       1146.7    -0.957728
      1.5708     0.801753      1253.61     -0.95981
      1.5708     0.839929      1369.54    -0.963194
      1.5708     0.879923      1477.35    -0.965816
      1.5708     0.921821      1578.47    -0.967446
      1.5708     0.965714      1694.71     -0.96978
      1.5708       1.0117      1772.65     -0.97104
      1.5708      1.05987      1851.77    -0.972358
      1.5708      1.11034      1930.29    -0.973496
      1.5708      1.16321      2001.15    -0.974446
      1.5708      1.21859      2055.14    -0.975162
      1.5708      1.27662      2080.75    -0.975608
      1.5708       1.3374      2078.99    -0.975632
      1.5708      1.40109      2073.47    -0.975467
      1.5708       1.4678       2061.5    -0.975253
      1.5708      1.53769      2042.85    -0.974991
      1.5708      1.61091      2017.22    -0.974662
      1.5708      1.68761      1984.32     -0.97428
      1.5708      1.76797      1943.91     -0.97385
      1.5708      1.85215      1895.75    -0.973362
      1.5708      1.94034      1839.65    -0.972806
      1.5708      2.03274      1775.54    -0.972163
      1.5708      2.12953      1703.45    -0.971417
      1.5708      2.23092      1623.59    -0.970543
      1.5708      2.33715      1536.36    -0.969518
      1.5708      2.44844      1442.42    -0.968315
      1.5708      2.56502      1353.03    -0.967069
      1.5708      2.68716       1279.5    -0.965987
      1.5708      2.81511      1202.68    -0.964769
      1.5708      2.94915      1122.83    -0.963364
      1.5708      3.08958      1040.32    -0.961732
      1.5708      3.23669      955.682    -0.959806
      1.5708      3.39081      869.615    -0.957502
      1.5708      3.55226      783.011    -0.954722
      1.5708      3.72141      696.981     -0.95133
      1.5708       3.8986      612.879    -0.947172
      1.5708      4.08424      532.307    -0.942086
      1.5708      4.27871      457.108     -0.93594
      1.5708      4.48245      390.637    -0.928908
      1.5708      4.69588      335.318    -0.921526
      1.5708      4.91948      287.139    -0.913486
      1.5708      5.15372      245.961    -0.905033
      1.5708      5.39912      211.425    -0.896568
      1.5708      5.65621      182.948    -0.888617
      1.5708      5.92553      159.708    -0.881685
      1.5708      6.20768      140.641    -0.876011
      1.5708      6.50326      124.421    -0.871239
      1.5708      6.81292       109.29    -0.865987
      1.5708      7.13732      94.9701    -0.859469
      1.5708      7.47717      81.6672     -0.85145
      1.5708       7.8332      69.5462     -0.84177
      1.5708      8.20619      58.8069    -0.830607
      1.5708      8.59693      49.4078     -0.81809
      1.5708      9.00628      41.7774    -0.806682
      1.5708      9.43512      36.0321    -0.798976
      1.5708      9.88438      31.2013    -0.792491
      1.5708       10.355      26.6397    -0.783661
      1.5708      10.8481      22.5965    -0.773782
      1.5708      11.3646      19.2715    -0.765105
      1.5708      11.9058      16.3984    -0.756447
      1.5708      12.4727      13.9242    -0.747802
      1.5708      13.0666      11.8012    -0.739176
      1.5708      13.6887      9.98816    -0.730614
      1.5708      14.3405      8.45148    -0.722208
      1.5708      15.0234       7.1428    -0.713902
      1.5708      15.7387       6.0326    -0.705806
      1.5708      16.4881      5.09158    -0.697908
      1.5708      17.2732      4.29393     -0.69015
      1.5708      18.0957      3.61886    -0.682568
      1.5708      18.9574       3.0487    -0.675263
      1.5708        19.86      2.56641    -0.668113
      1.5708      20.8057      2.15864    -0.661077
      1.5708      21.7964      1.81414    -0.654129
      1.5708      22.8342      1.52346     -0.64727
      1.5708      23.9215      1.27882    -0.640569
      1.5708      25.0605      1.07312    -0.634044
      1.5708      26.2538     0.900119    -0.627661
      1.5708      27.5039     0.754708     -0.62142
      1.5708      28.8135     0.632625    -0.615348
      1.5708      30.1855      0.53005    -0.609386
      1.5708      31.6228     0.443975    -0.603563

